FR;FRNW;FRNN;Weibull_FR;Normal_FR;FW;FWNW;FWNN;Weibull_FW;Normal_FW;FT;FTNW;FTNW;Weibull_FT;Normal_FT;;;Weibull;Normal;;Weibull;Normal;;Weibull;Normal
267.6943057;-3.482522303;-9.21162607;0;9.56929E-19;25.27772228;-20.97303969;-55.69581083;0;0;106.6388611;-2.621267258;-8.89864476;0;1.4561E-17;;;;;;;;;;
267.6993007;-3.46738919;-9.179686454;0;1.28361E-18;25.27972028;-20.93361632;-55.59551937;0;0;106.6398601;-2.618994927;-8.89293206;0;1.53201E-17;;;;;;;;;;
267.7042957;-3.452256076;-9.147746839;0;1.72007E-18;25.28171828;-20.89419296;-55.49522791;0;0;106.6408591;-2.616722596;-8.887219359;0;1.61182E-17;;;;;;;;;;
267.7092907;-3.437122963;-9.115807223;0;2.30258E-18;25.28371628;-20.85476959;-55.39493645;0;0;106.6418581;-2.614450265;-8.881506659;0;1.69574E-17;;;;;;;;;;
267.7142857;-3.42198985;-9.083867607;0;3.07922E-18;25.28571429;-20.81534623;-55.29464499;0;0;106.6428571;-2.612177934;-8.875793959;0;1.78397E-17;;;;;;;;;;
267.7192807;-3.406856737;-9.051927991;0;4.11361E-18;25.28771229;-20.77592286;-55.19435353;0;0;106.6438561;-2.609905603;-8.870081258;0;1.87673E-17;;;;;;;;;;
267.7242757;-3.391723624;-9.019988376;0;5.48988E-18;25.28971029;-20.7364995;-55.09406207;0;0;106.6448551;-2.607633272;-8.864368558;0;1.97424E-17;;;;;;;;;;
267.7292707;-3.376590511;-8.98804876;0;7.31913E-18;25.29170829;-20.69707614;-54.99377061;0;0;106.6458541;-2.605360941;-8.858655858;0;2.07676E-17;;;;;;;;;;
267.7342657;-3.361457398;-8.956109144;0;9.74794E-18;25.29370629;-20.65765277;-54.89347915;0;0;106.6468531;-2.60308861;-8.852943157;0;2.18452E-17;;;;;;;;;;
267.7392607;-3.346324285;-8.924169528;0;1.29695E-17;25.2957043;-20.61822941;-54.79318769;0;0;106.6478521;-2.600816279;-8.847230457;0;2.29781E-17;;;;;;;;;;
267.7442557;-3.331191172;-8.892229913;0;1.72382E-17;25.2977023;-20.57880604;-54.69289623;0;0;106.6488511;-2.598543948;-8.841517757;0;2.41689E-17;;;;;;;;;;
267.7492507;-3.316058059;-8.860290297;0;2.28884E-17;25.2997003;-20.53938268;-54.59260476;0;0;106.6498501;-2.596271617;-8.835805056;0;2.54206E-17;;;;;;;;;;
267.7542458;-3.300924946;-8.828350681;0;3.03596E-17;25.3016983;-20.49995932;-54.4923133;0;0;106.6508492;-2.593999286;-8.830092356;0;2.67362E-17;;;;;;;;;;
267.7592408;-3.285791833;-8.796411066;0;4.02286E-17;25.3036963;-20.46053595;-54.39202184;0;0;106.6518482;-2.591726955;-8.824379656;0;2.8119E-17;;;;;;;;;;
267.7642358;-3.270658719;-8.76447145;0;5.32513E-17;25.30569431;-20.42111259;-54.29173038;0;0;106.6528472;-2.589454624;-8.818666955;0;2.95724E-17;;;;;;;;;;
267.7692308;-3.255525606;-8.732531834;0;7.04178E-17;25.30769231;-20.38168922;-54.19143892;0;0;106.6538462;-2.587182293;-8.812954255;0;3.10999E-17;;;;;;;;;;
267.7742258;-3.240392493;-8.700592218;0;9.30232E-17;25.30969031;-20.34226586;-54.09114746;0;0;106.6548452;-2.584909962;-8.807241555;0;3.27052E-17;;;;;;;;;;
267.7792208;-3.22525938;-8.668652603;0;1.2276E-16;25.31168831;-20.30284249;-53.990856;0;0;106.6558442;-2.582637631;-8.801528854;0;3.43922E-17;;;;;;;;;;
267.7842158;-3.210126267;-8.636712987;0;1.61838E-16;25.31368631;-20.26341913;-53.89056454;0;0;106.6568432;-2.5803653;-8.795816154;0;3.61651E-17;;;;;;;;;;
267.7892108;-3.194993154;-8.604773371;0;2.13138E-16;25.31568432;-20.22399577;-53.79027308;0;0;106.6578422;-2.578092969;-8.790103454;0;3.80281E-17;;;;;;;;;;
267.7942058;-3.179860041;-8.572833756;0;2.80413E-16;25.31768232;-20.1845724;-53.68998162;0;0;106.6588412;-2.575820638;-8.784390753;0;3.99858E-17;;;;;;;;;;
267.7992008;-3.164726928;-8.54089414;0;3.68546E-16;25.31968032;-20.14514904;-53.58969016;0;0;106.6598402;-2.573548307;-8.778678053;0;4.20429E-17;;;;;;;;;;
267.8041958;-3.149593815;-8.508954524;0;4.83885E-16;25.32167832;-20.10572567;-53.4893987;0;0;106.6608392;-2.571275976;-8.772965353;0;4.42044E-17;;;;;;;;;;
267.8091908;-3.134460702;-8.477014908;0;6.34674E-16;25.32367632;-20.06630231;-53.38910724;0;0;106.6618382;-2.569003645;-8.767252652;0;4.64755E-17;;;;;;;;;;
267.8141858;-3.119327589;-8.445075293;0;8.31602E-16;25.32567433;-20.02687895;-53.28881578;0;0;106.6628372;-2.566731314;-8.761539952;0;4.88617E-17;;;;;;;;;;
267.8191808;-3.104194476;-8.413135677;0;1.08852E-15;25.32767233;-19.98745558;-53.18852432;0;0;106.6638362;-2.564458983;-8.755827252;0;5.13687E-17;;;;;;;;;;
267.8241758;-3.089061363;-8.381196061;0;1.42336E-15;25.32967033;-19.94803222;-53.08823286;0;0;106.6648352;-2.562186652;-8.750114551;0;5.40026E-17;;;;;;;;;;
267.8291708;-3.073928249;-8.349256446;0;1.85931E-15;25.33166833;-19.90860885;-52.9879414;0;0;106.6658342;-2.559914321;-8.744401851;0;5.67697E-17;;;;;;;;;;
267.8341658;-3.058795136;-8.31731683;0;2.4263E-15;25.33366633;-19.86918549;-52.88764994;0;0;106.6668332;-2.55764199;-8.73868915;0;5.96766E-17;;;;;;;;;;
267.8391608;-3.043662023;-8.285377214;0;3.16296E-15;25.33566434;-19.82976212;-52.78735848;0;0;106.6678322;-2.555369659;-8.73297645;0;6.27304E-17;;;;;;;;;;
267.8441558;-3.02852891;-8.253437598;0;4.11908E-15;25.33766234;-19.79033876;-52.68706702;0;0;106.6688312;-2.553097328;-8.72726375;0;6.59382E-17;;;;;;;;;;
267.8491508;-3.013395797;-8.221497983;0;5.35876E-15;25.33966034;-19.7509154;-52.58677556;0;0;106.6698302;-2.550824997;-8.721551049;0;6.93078E-17;;;;;;;;;;
267.8541459;-2.998262684;-8.189558367;0;6.96441E-15;25.34165834;-19.71149203;-52.4864841;0;0;106.6708292;-2.548552666;-8.715838349;0;7.28473E-17;;;;;;;;;;
267.8591409;-2.983129571;-8.157618751;0;9.04195E-15;25.34365634;-19.67206867;-52.38619264;0;0;106.6718282;-2.546280335;-8.710125649;0;7.6565E-17;;;;;;;;;;
267.8641359;-2.967996458;-8.125679136;0;1.17273E-14;25.34565435;-19.6326453;-52.28590118;0;0;106.6728272;-2.544008004;-8.704412948;0;8.04698E-17;;;;;;;;;;
267.8691309;-2.952863345;-8.09373952;0;1.51946E-14;25.34765235;-19.59322194;-52.18560972;0;0;106.6738262;-2.541735673;-8.698700248;0;8.4571E-17;;;;;;;;;;
267.8741259;-2.937730232;-8.061799904;0;1.96669E-14;25.34965035;-19.55379858;-52.08531826;0;0;106.6748252;-2.539463342;-8.692987548;0;8.88783E-17;;;;;;;;;;
267.8791209;-2.922597119;-8.029860288;0;2.54297E-14;25.35164835;-19.51437521;-51.9850268;0;0;106.6758242;-2.537191011;-8.687274847;0;9.3402E-17;;;;;;;;;;
267.8841159;-2.907464006;-7.997920673;0;3.28476E-14;25.35364635;-19.47495185;-51.88473534;0;0;106.6768232;-2.53491868;-8.681562147;0;9.81526E-17;;;;;;;;;;
267.8891109;-2.892330892;-7.965981057;0;4.23861E-14;25.35564436;-19.43552848;-51.78444388;0;0;106.6778222;-2.532646349;-8.675849447;0;1.03142E-16;;;;;;;;;;
267.8941059;-2.877197779;-7.934041441;0;5.46386E-14;25.35764236;-19.39610512;-51.68415242;0;0;106.6788212;-2.530374018;-8.670136746;0;1.08381E-16;;;;;;;;;;
267.8991009;-2.862064666;-7.902101826;0;7.03611E-14;25.35964036;-19.35668176;-51.58386096;0;0;106.6798202;-2.528101687;-8.664424046;0;1.13882E-16;;;;;;;;;;
267.9040959;-2.846931553;-7.87016221;0;9.05154E-14;25.36163836;-19.31725839;-51.4835695;0;0;106.6808192;-2.525829356;-8.658711346;0;1.19659E-16;;;;;;;;;;
267.9090909;-2.83179844;-7.838222594;0;1.16324E-13;25.36363636;-19.27783503;-51.38327804;0;0;106.6818182;-2.523557025;-8.652998645;0;1.25724E-16;;;;;;;;;;
267.9140859;-2.816665327;-7.806282978;0;1.49339E-13;25.36563437;-19.23841166;-51.28298658;0;0;106.6828172;-2.521284694;-8.647285945;0;1.32093E-16;;;;;;;;;;
267.9190809;-2.801532214;-7.774343363;0;1.91529E-13;25.36763237;-19.1989883;-51.18269512;0;0;106.6838162;-2.519012363;-8.641573245;0;1.3878E-16;;;;;;;;;;
267.9240759;-2.786399101;-7.742403747;0;2.45388E-13;25.36963037;-19.15956493;-51.08240366;0;0;106.6848152;-2.516740032;-8.635860544;0;1.45801E-16;;;;;;;;;;
267.9290709;-2.771265988;-7.710464131;0;3.14071E-13;25.37162837;-19.12014157;-50.98211219;0;0;106.6858142;-2.514467701;-8.630147844;0;1.53172E-16;;;;;;;;;;
267.9340659;-2.756132875;-7.678524516;0;4.01568E-13;25.37362637;-19.08071821;-50.88182073;0;0;106.6868132;-2.51219537;-8.624435144;0;1.6091E-16;;;;;;;;;;
267.9390609;-2.740999762;-7.6465849;0;5.12918E-13;25.37562438;-19.04129484;-50.78152927;0;0;106.6878122;-2.509923039;-8.618722443;0;1.69033E-16;;;;;;;;;;
267.9440559;-2.725866649;-7.614645284;0;6.54476E-13;25.37762238;-19.00187148;-50.68123781;0;0;106.6888112;-2.507650708;-8.613009743;0;1.77561E-16;;;;;;;;;;
267.9490509;-2.710733536;-7.582705668;0;8.34251E-13;25.37962038;-18.96244811;-50.58094635;0;0;106.6898102;-2.505378377;-8.607297043;0;1.86513E-16;;;;;;;;;;
267.954046;-2.695600422;-7.550766053;0;1.06232E-12;25.38161838;-18.92302475;-50.48065489;0;0;106.6908092;-2.503106046;-8.601584342;0;1.9591E-16;;;;;;;;;;
267.959041;-2.680467309;-7.518826437;0;1.35137E-12;25.38361638;-18.88360139;-50.38036343;0;0;106.6918082;-2.500833715;-8.595871642;0;2.05774E-16;;;;;;;;;;
267.964036;-2.665334196;-7.486886821;0;1.7173E-12;25.38561439;-18.84417802;-50.28007197;0;0;106.6928072;-2.498561384;-8.590158942;0;2.16128E-16;;;;;;;;;;
267.969031;-2.650201083;-7.454947206;0;2.1801E-12;25.38761239;-18.80475466;-50.17978051;0;0;106.6938062;-2.496289053;-8.584446241;0;2.26995E-16;;;;;;;;;;
267.974026;-2.63506797;-7.42300759;0;2.76481E-12;25.38961039;-18.76533129;-50.07948905;0;0;106.6948052;-2.494016722;-8.578733541;0;2.384E-16;;;;;;;;;;
267.979021;-2.619934857;-7.391067974;0;3.50275E-12;25.39160839;-18.72590793;-49.97919759;0;0;106.6958042;-2.491744391;-8.573020841;0;2.5037E-16;;;;;;;;;;
267.984016;-2.604801744;-7.359128358;0;4.43313E-12;25.39360639;-18.68648456;-49.87890613;0;0;106.6968032;-2.48947206;-8.56730814;0;2.62933E-16;;;;;;;;;;
267.989011;-2.589668631;-7.327188743;0;5.60491E-12;25.3956044;-18.6470612;-49.77861467;0;0;106.6978022;-2.487199729;-8.56159544;0;2.76117E-16;;;;;;;;;;
267.994006;-2.574535518;-7.295249127;0;7.0792E-12;25.3976024;-18.60763784;-49.67832321;0;0;106.6988012;-2.484927398;-8.55588274;0;2.89953E-16;;;;;;;;;;
267.999001;-2.559402405;-7.263309511;0;8.93216E-12;25.3996004;-18.56821447;-49.57803175;0;0;106.6998002;-2.482655067;-8.550170039;0;3.04472E-16;;;;;;;;;;
268.003996;-2.544269292;-7.231369895;0;1.12586E-11;25.4015984;-18.52879111;-49.47774029;0;0;106.7007992;-2.480382736;-8.544457339;0;3.19708E-16;;;;;;;;;;
268.008991;-2.529136179;-7.19943028;0;1.41766E-11;25.4035964;-18.48936774;-49.37744883;0;0;106.7017982;-2.478110405;-8.538744639;0;3.35695E-16;;;;;;;;;;
268.013986;-2.514003065;-7.167490664;0;1.78326E-11;25.40559441;-18.44994438;-49.27715737;0;0;106.7027972;-2.475838074;-8.533031938;0;3.52471E-16;;;;;;;;;;
268.018981;-2.498869952;-7.135551048;0;2.24086E-11;25.40759241;-18.41052102;-49.17686591;0;0;106.7037962;-2.473565743;-8.527319238;0;3.70072E-16;;;;;;;;;;
268.023976;-2.483736839;-7.103611433;0;2.81302E-11;25.40959041;-18.37109765;-49.07657445;0;0;106.7047952;-2.471293412;-8.521606537;0;3.8854E-16;;;;;;;;;;
268.028971;-2.468603726;-7.071671817;0;3.52766E-11;25.41158841;-18.33167429;-48.97628299;0;0;106.7057942;-2.469021081;-8.515893837;0;4.07916E-16;;;;;;;;;;
268.033966;-2.453470613;-7.039732201;0;4.41934E-11;25.41358641;-18.29225092;-48.87599153;0;0;106.7067932;-2.46674875;-8.510181137;0;4.28244E-16;;;;;;;;;;
268.038961;-2.4383375;-7.007792585;0;5.53077E-11;25.41558442;-18.25282756;-48.77570007;0;0;106.7077922;-2.464476419;-8.504468436;0;4.49571E-16;;;;;;;;;;
268.043956;-2.423204387;-6.97585297;0;6.91466E-11;25.41758242;-18.21340419;-48.67540861;0;0;106.7087912;-2.462204088;-8.498755736;0;4.71944E-16;;;;;;;;;;
268.048951;-2.408071274;-6.943913354;0;8.636E-11;25.41958042;-18.17398083;-48.57511715;0;0;106.7097902;-2.459931757;-8.493043036;0;4.95414E-16;;;;;;;;;;
268.0539461;-2.392938161;-6.911973738;0;1.07749E-10;25.42157842;-18.13455747;-48.47482569;0;0;106.7107892;-2.457659426;-8.487330335;0;5.20035E-16;;;;;;;;;;
268.0589411;-2.377805048;-6.880034123;0;1.34297E-10;25.42357642;-18.0951341;-48.37453423;0;0;106.7117882;-2.455387095;-8.481617635;0;5.45862E-16;;;;;;;;;;
268.0639361;-2.362671935;-6.848094507;0;1.67217E-10;25.42557443;-18.05571074;-48.27424277;0;0;106.7127872;-2.453114764;-8.475904935;0;5.72952E-16;;;;;;;;;;
268.0689311;-2.347538822;-6.816154891;0;2.07994E-10;25.42757243;-18.01628737;-48.17395131;0;0;106.7137862;-2.450842433;-8.470192234;0;6.01367E-16;;;;;;;;;;
268.0739261;-2.332405708;-6.784215275;0;2.5845E-10;25.42957043;-17.97686401;-48.07365985;0;0;106.7147852;-2.448570102;-8.464479534;0;6.31171E-16;;;;;;;;;;
268.0789211;-2.317272595;-6.75227566;0;3.20819E-10;25.43156843;-17.93744065;-47.97336839;0;0;106.7157842;-2.446297771;-8.458766834;0;6.62431E-16;;;;;;;;;;
268.0839161;-2.302139482;-6.720336044;0;3.97833E-10;25.43356643;-17.89801728;-47.87307693;0;0;106.7167832;-2.44402544;-8.453054133;0;6.95216E-16;;;;;;;;;;
268.0889111;-2.287006369;-6.688396428;0;4.92832E-10;25.43556444;-17.85859392;-47.77278547;0;0;106.7177822;-2.441753109;-8.447341433;0;7.296E-16;;;;;;;;;;
268.0939061;-2.271873256;-6.656456813;0;6.09892E-10;25.43756244;-17.81917055;-47.67249401;0;0;106.7187812;-2.439480778;-8.441628733;0;7.65659E-16;;;;;;;;;;
268.0989011;-2.256740143;-6.624517197;0;7.53989E-10;25.43956044;-17.77974719;-47.57220255;0;0;106.7197802;-2.437208447;-8.435916032;0;8.03474E-16;;;;;;;;;;
268.1038961;-2.24160703;-6.592577581;0;9.31179E-10;25.44155844;-17.74032383;-47.47191108;0;0;106.7207792;-2.434936116;-8.430203332;0;8.43129E-16;;;;;;;;;;
268.1088911;-2.226473917;-6.560637965;0;1.14884E-09;25.44355644;-17.70090046;-47.37161962;0;0;106.7217782;-2.432663785;-8.424490632;0;8.84713E-16;;;;;;;;;;
268.1138861;-2.211340804;-6.52869835;0;1.41593E-09;25.44555445;-17.6614771;-47.27132816;0;0;106.7227772;-2.430391454;-8.418777931;0;9.28317E-16;;;;;;;;;;
268.1188811;-2.196207691;-6.496758734;0;1.74333E-09;25.44755245;-17.62205373;-47.1710367;0;0;106.7237762;-2.428119123;-8.413065231;0;9.74039E-16;;;;;;;;;;
268.1238761;-2.181074578;-6.464819118;0;2.14426E-09;25.44955045;-17.58263037;-47.07074524;0;0;106.7247752;-2.425846792;-8.407352531;0;1.02198E-15;;;;;;;;;;
268.1288711;-2.165941465;-6.432879503;0;2.63469E-09;25.45154845;-17.543207;-46.97045378;0;0;106.7257742;-2.423574461;-8.40163983;0;1.07224E-15;;;;;;;;;;
268.1338661;-2.150808352;-6.400939887;0;3.234E-09;25.45354645;-17.50378364;-46.87016232;0;0;106.7267732;-2.42130213;-8.39592713;0;1.12494E-15;;;;;;;;;;
268.1388611;-2.135675238;-6.369000271;0;3.96559E-09;25.45554446;-17.46436028;-46.76987086;0;0;106.7277722;-2.419029799;-8.39021443;0;1.1802E-15;;;;;;;;;;
268.1438561;-2.120542125;-6.337060655;0;4.85771E-09;25.45754246;-17.42493691;-46.6695794;0;0;106.7287712;-2.416757468;-8.384501729;0;1.23812E-15;;;;;;;;;;
268.1488511;-2.105409012;-6.30512104;0;5.94446E-09;25.45954046;-17.38551355;-46.56928794;0;0;106.7297702;-2.414485137;-8.378789029;0;1.29885E-15;;;;;;;;;;
268.1538462;-2.090275899;-6.273181424;0;7.26693E-09;25.46153846;-17.34609018;-46.46899648;0;0;106.7307692;-2.412212806;-8.373076329;0;1.36251E-15;;;;;;;;;;
268.1588412;-2.075142786;-6.241241808;0;8.87454E-09;25.46353646;-17.30666682;-46.36870502;0;0;106.7317682;-2.409940475;-8.367363628;0;1.42924E-15;;;;;;;;;;
268.1638362;-2.060009673;-6.209302193;0;1.08267E-08;25.46553447;-17.26724346;-46.26841356;0;0;106.7327672;-2.407668144;-8.361650928;0;1.49919E-15;;;;;;;;;;
268.1688312;-2.04487656;-6.177362577;0;1.31949E-08;25.46753247;-17.22782009;-46.1681221;0;0;106.7337662;-2.405395813;-8.355938228;0;1.57252E-15;;;;;;;;;;
268.1738262;-2.029743447;-6.145422961;0;1.60647E-08;25.46953047;-17.18839673;-46.06783064;0;0;106.7347652;-2.403123482;-8.350225527;0;1.64937E-15;;;;;;;;;;
268.1788212;-2.014610334;-6.113483345;0;1.95387E-08;25.47152847;-17.14897336;-45.96753918;0;0;106.7357642;-2.400851151;-8.344512827;0;1.72993E-15;;;;;;;;;;
268.1838162;-1.999477221;-6.08154373;0;2.37397E-08;25.47352647;-17.10955;-45.86724772;0;0;106.7367632;-2.398578819;-8.338800127;0;1.81436E-15;;;;;;;;;;
268.1888112;-1.984344108;-6.049604114;0;2.88146E-08;25.47552448;-17.07012663;-45.76695626;0;0;106.7377622;-2.396306488;-8.333087426;0;1.90286E-15;;;;;;;;;;
268.1938062;-1.969210995;-6.017664498;0;3.49386E-08;25.47752248;-17.03070327;-45.6666648;0;0;106.7387612;-2.394034157;-8.327374726;0;1.9956E-15;;;;;;;;;;
268.1988012;-1.954077881;-5.985724883;0;4.23211E-08;25.47952048;-16.99127991;-45.56637334;0;0;106.7397602;-2.391761826;-8.321662025;0;2.09279E-15;;;;;;;;;;
268.2037962;-1.938944768;-5.953785267;0;5.12111E-08;25.48151848;-16.95185654;-45.46608188;0;0;106.7407592;-2.389489495;-8.315949325;0;2.19465E-15;;;;;;;;;;
268.2087912;-1.923811655;-5.921845651;0;6.19054E-08;25.48351648;-16.91243318;-45.36579042;0;0;106.7417582;-2.387217164;-8.310236625;0;2.30139E-15;;;;;;;;;;
268.2137862;-1.908678542;-5.889906035;0;7.47567E-08;25.48551449;-16.87300981;-45.26549896;0;0;106.7427572;-2.384944833;-8.304523924;0;2.41324E-15;;;;;;;;;;
268.2187812;-1.893545429;-5.85796642;0;9.01839E-08;25.48751249;-16.83358645;-45.1652075;0;0;106.7437562;-2.382672502;-8.298811224;0;2.53045E-15;;;;;;;;;;
268.2237762;-1.878412316;-5.826026804;0;1.08684E-07;25.48951049;-16.79416309;-45.06491604;0;0;106.7447552;-2.380400171;-8.293098524;0;2.65326E-15;;;;;;;;;;
268.2287712;-1.863279203;-5.794087188;0;1.30845E-07;25.49150849;-16.75473972;-44.96462458;0;0;106.7457542;-2.37812784;-8.287385823;0;2.78194E-15;;;;;;;;;;
268.2337662;-1.84814609;-5.762147573;0;1.57364E-07;25.49350649;-16.71531636;-44.86433312;0;0;106.7467532;-2.375855509;-8.281673123;0;2.91676E-15;;;;;;;;;;
268.2387612;-1.833012977;-5.730207957;0;1.89066E-07;25.4955045;-16.67589299;-44.76404166;0;0;106.7477522;-2.373583178;-8.275960423;0;3.05802E-15;;;;;;;;;;
268.2437562;-1.817879864;-5.698268341;0;2.26922E-07;25.4975025;-16.63646963;-44.6637502;0;0;106.7487512;-2.371310847;-8.270247722;0;3.20602E-15;;;;;;;;;;
268.2487512;-1.802746751;-5.666328725;0;2.7208E-07;25.4995005;-16.59704626;-44.56345874;0;0;106.7497502;-2.369038516;-8.264535022;0;3.36107E-15;;;;;;;;;;
268.2537463;-1.787613638;-5.63438911;0;3.25892E-07;25.5014985;-16.5576229;-44.46316728;0;0;106.7507493;-2.366766185;-8.258822322;0;3.5235E-15;;;;;;;;;;
268.2587413;-1.772480525;-5.602449494;0;3.89949E-07;25.5034965;-16.51819954;-44.36287582;0;0;106.7517483;-2.364493854;-8.253109621;0;3.69367E-15;;;;;;;;;;
268.2637363;-1.757347411;-5.570509878;0;4.66121E-07;25.50549451;-16.47877617;-44.26258436;0;0;106.7527473;-2.362221523;-8.247396921;0;3.87192E-15;;;;;;;;;;
268.2687313;-1.742214298;-5.538570262;0;5.56605E-07;25.50749251;-16.43935281;-44.1622929;0;0;106.7537463;-2.359949192;-8.241684221;0;4.05865E-15;;;;;;;;;;
268.2737263;-1.727081185;-5.506630647;0;6.63976E-07;25.50949051;-16.39992944;-44.06200144;0;0;106.7547453;-2.357676861;-8.23597152;0;4.25424E-15;;;;;;;;;;
268.2787213;-1.711948072;-5.474691031;0;7.91251E-07;25.51148851;-16.36050608;-43.96170998;0;0;106.7557443;-2.35540453;-8.23025882;0;4.45911E-15;;;;;;;;;;
268.2837163;-1.696814959;-5.442751415;0;9.41962E-07;25.51348651;-16.32108272;-43.86141851;0;0;106.7567433;-2.353132199;-8.22454612;0;4.67369E-15;;;;;;;;;;
268.2887113;-1.681681846;-5.4108118;0;1.12024E-06;25.51548452;-16.28165935;-43.76112705;0;0;106.7577423;-2.350859868;-8.218833419;0;4.89844E-15;;;;;;;;;;
268.2937063;-1.666548733;-5.378872184;0;1.33089E-06;25.51748252;-16.24223599;-43.66083559;0;0;106.7587413;-2.348587537;-8.213120719;0;5.13384E-15;;;;;;;;;;
268.2987013;-1.65141562;-5.346932568;0;1.57954E-06;25.51948052;-16.20281262;-43.56054413;0;0;106.7597403;-2.346315206;-8.207408019;0;5.38036E-15;;;;;;;;;;
268.3036963;-1.636282507;-5.314992952;0;1.87275E-06;25.52147852;-16.16338926;-43.46025267;0;0;106.7607393;-2.344042875;-8.201695318;0;5.63855E-15;;;;;;;;;;
268.3086913;-1.621149394;-5.283053337;0;2.21811E-06;25.52347652;-16.1239659;-43.35996121;0;0;106.7617383;-2.341770544;-8.195982618;0;5.90892E-15;;;;;;;;;;
268.3136863;-1.606016281;-5.251113721;0;2.62448E-06;25.52547453;-16.08454253;-43.25966975;0;0;106.7627373;-2.339498213;-8.190269918;0;6.19206E-15;;;;;;;;;;
268.3186813;-1.590883168;-5.219174105;0;3.10214E-06;25.52747253;-16.04511917;-43.15937829;0;0;106.7637363;-2.337225882;-8.184557217;0;6.48856E-15;;;;;;;;;;
268.3236763;-1.575750054;-5.18723449;0;3.66299E-06;25.52947053;-16.0056958;-43.05908683;0;0;106.7647353;-2.334953551;-8.178844517;0;6.79903E-15;;;;;;;;;;
268.3286713;-1.560616941;-5.155294874;0;4.32083E-06;25.53146853;-15.96627244;-42.95879537;0;0;106.7657343;-2.33268122;-8.173131817;0;7.12413E-15;;;;;;;;;;
268.3336663;-1.545483828;-5.123355258;0;5.09162E-06;25.53346653;-15.92684907;-42.85850391;0;0;106.7667333;-2.330408889;-8.167419116;0;7.46452E-15;;;;;;;;;;
268.3386613;-1.530350715;-5.091415642;0;5.99379E-06;25.53546454;-15.88742571;-42.75821245;0;0;106.7677323;-2.328136558;-8.161706416;0;7.82093E-15;;;;;;;;;;
268.3436563;-1.515217602;-5.059476027;0;7.04862E-06;25.53746254;-15.84800235;-42.65792099;0;0;106.7687313;-2.325864227;-8.155993716;0;8.19408E-15;;;;;;;;;;
268.3486513;-1.500084489;-5.027536411;0;8.28063E-06;25.53946054;-15.80857898;-42.55762953;0;0;106.7697303;-2.323591896;-8.150281015;0;8.58476E-15;;;;;;;;;;
268.3536464;-1.484951376;-4.995596795;0;9.71807E-06;25.54145854;-15.76915562;-42.45733807;0;0;106.7707293;-2.321319565;-8.144568315;0;8.99377E-15;;;;;;;;;;
268.3586414;-1.469818263;-4.96365718;0;1.13934E-05;25.54345654;-15.72973225;-42.35704661;0;0;106.7717283;-2.319047234;-8.138855615;0;9.42197E-15;;;;;;;;;;
268.3636364;-1.45468515;-4.931717564;0;1.33439E-05;25.54545455;-15.69030889;-42.25675515;0;0;106.7727273;-2.316774903;-8.133142914;0;9.87022E-15;;;;;;;;;;
268.3686314;-1.439552037;-4.899777948;0;1.56125E-05;25.54745255;-15.65088553;-42.15646369;0;0;106.7737263;-2.314502572;-8.127430214;0;1.03395E-14;;;;;;;;;;
268.3736264;-1.424418924;-4.867838332;0;1.8248E-05;25.54945055;-15.61146216;-42.05617223;0;0;106.7747253;-2.312230241;-8.121717514;0;1.08307E-14;;;;;;;;;;
268.3786214;-1.409285811;-4.835898717;0;2.13067E-05;25.55144855;-15.5720388;-41.95588077;0;0;106.7757243;-2.30995791;-8.116004813;0;1.13448E-14;;;;;;;;;;
268.3836164;-1.394152697;-4.803959101;0;2.48528E-05;25.55344655;-15.53261543;-41.85558931;0;0;106.7767233;-2.307685579;-8.110292113;0;1.1883E-14;;;;;;;;;;
268.3886114;-1.379019584;-4.772019485;0;2.89594E-05;25.55544456;-15.49319207;-41.75529785;0;0;106.7777223;-2.305413248;-8.104579412;0;1.24463E-14;;;;;;;;;;
268.3936064;-1.363886471;-4.74007987;0;3.37103E-05;25.55744256;-15.4537687;-41.65500639;0;0;106.7787213;-2.303140917;-8.098866712;0;1.30359E-14;;;;;;;;;;
268.3986014;-1.348753358;-4.708140254;0;3.92005E-05;25.55944056;-15.41434534;-41.55471493;0;0;106.7797203;-2.300868586;-8.093154012;0;1.3653E-14;;;;;;;;;;
268.4035964;-1.333620245;-4.676200638;0;4.55383E-05;25.56143856;-15.37492198;-41.45442347;0;0;106.7807193;-2.298596255;-8.087441311;0;1.42988E-14;;;;;;;;;;
268.4085914;-1.318487132;-4.644261022;0;5.2847E-05;25.56343656;-15.33549861;-41.35413201;0;0;106.7817183;-2.296323924;-8.081728611;0;1.49747E-14;;;;;;;;;;
268.4135864;-1.303354019;-4.612321407;0;6.12661E-05;25.56543457;-15.29607525;-41.25384055;0;0;106.7827173;-2.294051593;-8.076015911;0;1.5682E-14;;;;;;;;;;
268.4185814;-1.288220906;-4.580381791;0;7.0954E-05;25.56743257;-15.25665188;-41.15354909;0;0;106.7837163;-2.291779262;-8.07030321;0;1.64222E-14;;;;;;;;;;
268.4235764;-1.273087793;-4.548442175;0;8.20901E-05;25.56943057;-15.21722852;-41.05325763;0;0;106.7847153;-2.289506931;-8.06459051;0;1.71967E-14;;;;;;;;;;
268.4285714;-1.25795468;-4.51650256;0;9.48772E-05;25.57142857;-15.17780516;-40.95296617;0;0;106.7857143;-2.2872346;-8.05887781;0;1.80072E-14;;;;;;;;;;
